Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,G,A,P,PPG,PPA,PPP,SHG,SHA,SHP,Hit,BLK,PIM,FOW,FOL,SOG,#ERROR!,VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Liam O'Brien,31,UTA,"LW,RW","$1,000,000",,,,55,48,9.32,0.09,0.34,9.75,5,6,11,0,0,0,0,0,0,142,22,51,1,5,50,-2,-592,536,-279,141,8477070,,47.6,47.6
Luke Schenn,36,WPG,D,"$2,750,000",,,,76,67,13.43,0.04,1.52,14.99,2,9,11,0,0,0,0,0,0,221,81,41,0,0,61,-4,-101,243,0,185,8474568,,66.7,66.7
Marc Del Gaizo,26,MTL,D,"$775,000",,,,52,45,15.78,0.13,0.85,16.76,3,8,11,0,0,0,0,0,0,67,55,17,0,0,71,1,-654,580,-553,137,8481743,,45,45
Matt Rempe,23,NYR,RW,"$975,000",,,,49,42,8.9,0.23,0,9.13,5,6,11,0,0,0,0,0,0,123,14,33,3,10,36,0,-825,654,-512,112,8482460,,55,42.4
Pierre-Olivier Joseph,26,VAN,D,"$775,000",,,,66,57,14.36,0.06,0.79,15.2,2,9,11,0,0,0,0,0,0,42,45,28,0,0,50,-3,-700,599,-599,110,8480058,,57.1,57.1
Ryan Lomberg,31,CGY,LW,"$2,000,000",,,,80,69,8.58,0.11,0.18,8.86,4,6,10,0,0,0,0,0,0,165,20,37,2,15,60,-3,-664,585,-343,143,8479066,,69.3,69.3
Tobias Bjornfot,24,FLA,D,"$875,000",,,,74,64,12.59,0,0,12.59,2,8,10,0,0,0,0,0,0,47,55,10,0,0,52,1,-809,645,-708,108,8481600,,64.1,64.1
Tomas Nosek,33,FLA,LW,"$775,000",,,,60,52,8.64,0.17,0,8.81,3,7,10,0,0,0,0,0,0,62,18,12,170,147,40,-1,-1120,703,-799,115,8477931,,53,52
Arber Xhekaj,25,MTL,D,"$1,300,000",,,,71,61,12.44,0.17,0.66,13.27,2,8,10,0,1,1,0,0,0,125,52,75,0,0,59,-5,-129,254,-28,163,8482964,,61.5,61.5
Haydn Fleury,29,WPG,D,"$950,000",,,,56,49,14.17,0.1,1.41,15.68,2,7,9,0,0,0,0,0,0,62,65,14,0,0,48,-7,-741,618,-640,108,8477938,,49.2,49.2
Jaycob Megna,33,VGK,D,"$875,000",,,,74,65,16.14,0.16,1.51,17.81,1,9,10,0,1,1,0,0,0,71,98,24,0,0,44,-6,-527,489,-427,128,8477034,,65,65
Joel Hanley,34,CGY,D,"$1,750,000",,,,60,52,15.4,0.1,1.18,16.67,2,7,9,0,0,0,0,0,0,46,78,24,0,0,37,1,-680,591,-580,109,8477810,,52,52
Luke Glendening,36,NJD,C,"$775,000",,,,77,68,8.67,0.08,1.95,10.7,5,5,10,0,0,0,1,0,1,97,49,19,436,368,44,-7,-943,681,-563,187,8476822,,67.6,67.6
Nils Aman,25,VAN,C,"$825,000",,,,40,35,10.2,0.21,0.53,10.94,4,6,10,0,0,0,0,0,0,34,14,7,49,73,25,-2,-1317,718,-937,68,8482496,,34.6,34.6
Ross Johnston,31,ANA,LW,"$1,100,000",,,,65,58,8.44,0.09,0,8.53,4,6,10,0,0,0,0,0,0,154,23,62,3,8,25,-4,-561,517,-240,123,8477527,,57.9,57.9
Tyler Kleven,24,OTT,D,"$1,600,000",,,,70,61,14.47,0.11,0.28,14.86,3,7,10,0,0,0,0,0,0,86,75,21,0,0,61,-2,-560,516,-459,139,8482095,,60.6,60.6
Vincent Desharnais,29,SJS,D,"$2,000,000",,,,68,60,14.35,0.06,1.72,16.13,1,9,10,0,0,0,0,1,1,95,87,45,0,0,37,1,-379,398,-278,136,8479576,,59.7,59.7
Jake Christiansen,26,CBJ,D,"$975,000",,,,66,58,11.69,0.07,0.34,12.1,2,7,9,0,0,0,0,0,0,40,51,10,0,0,45,-4,-866,668,-765,94,8481161,,58,58
Johnathan Kovacevic,28,NJD,D,"$4,000,000",,,,55,41,16.87,0.1,2.34,19.31,2,7,9,0,0,0,0,0,0,47,52,28,0,0,39,5,-723,610,-622,104,8480192,,41,48.3
Jordan Harris,25,BOS,D,"$825,000",,,,50,43,12.48,0.11,0.61,13.2,2,7,9,0,0,0,0,0,0,27,45,10,0,0,30,-3,-944,682,-843,75,8480887,,69,42.7
Max Crozier,25,TBL,D,"$775,000",,,,51,45,13.12,0,0,13.12,2,7,9,0,0,0,0,0,0,35,41,7,0,0,43,0,-935,679,-834,87,8481719,,44.8,44.8
Nick DeSimone,31,UTA,D,"$800,000",,,,39,34,14.97,0.02,0.4,15.39,2,7,9,0,0,0,0,0,0,23,34,5,0,0,36,1,-1011,691,-911,75,8480084,,33.8,33.8
Nicolas Deslauriers,34,PHI,LW,"$1,750,000",,,,70,62,7.41,0.09,0.17,7.66,4,5,9,0,0,0,0,0,0,163,18,41,2,4,46,-3,-689,593,-369,130,8475235,,62.3,62.3
Rodrigo Abols,30,PHI,C,"$800,000",,,,41,37,8.62,0,0.03,8.65,4,5,9,0,0,0,0,0,0,38,16,5,98,67,35,-1,-1311,717,-931,89,8479022,,36.5,36.5
Simon Benoit,27,TOR,D,"$1,350,000",,,,77,67,15.26,0.04,1.95,17.25,2,7,9,0,0,0,0,0,0,173,92,48,0,0,44,-4,-178,278,-78,161,8481122,,66.7,66.7
Troy Stecher,31,EDM,D,"$787,500",,,,69,60,14.02,0.04,0.98,15.04,2,7,9,0,0,0,0,0,0,35,61,27,0,0,49,-2,-705,602,-605,110,8479442,,59.7,59.7
Jacob Bryson,28,BUF,D,"$900,000",,,,56,49,12.49,0.03,0.85,13.37,1,6,7,0,0,0,0,0,0,14,49,10,0,0,19,-4,-1016,692,-915,58,8480196,,49.2,49.2
Jacob Moverare,27,LAK,D,"$775,000",,,,55,48,11.45,0.03,0.3,11.77,1,6,7,0,0,0,0,0,0,27,51,10,0,0,29,3,-961,685,-861,75,8479421,,47.6,47.6
John Hayden,30,SEA,C,"$775,000",,,,40,35,8.32,0,0.16,8.48,3,4,7,0,0,0,0,0,0,65,22,10,46,52,32,-1,-1240,713,-859,82,8477401,,35.1,35.1
Philippe Myers,29,TOR,D,"$850,000",,,,51,44,15.03,0.01,1.05,16.08,2,6,8,0,0,0,0,0,0,86,51,11,0,0,56,-2,-756,625,-655,115,8479026,,44.2,44.2
Zack MacEwen,29,NJD,RW,"$775,000",,,,40,35,7.75,0.18,0,7.94,3,4,7,0,0,0,0,0,0,67,11,18,14,16,32,-1,-1140,706,-827,77,8479772,,63,35.1
Ben Jones,26,MIN,C,"$775,000",,,,44,38,8.52,0.04,0.11,8.67,3,4,7,0,0,0,0,0,0,72,16,9,42,21,36,-1,-1243,714,-863,86,8480259,,38.1,38.1
Cale Fleury,27,SEA,D,"$890,000",,,,36,32,12.35,0.57,0.46,13.37,1,6,7,0,1,1,0,0,0,48,37,5,0,0,32,0,-981,689,-880,75,8479985,,31.6,31.6
Ethan Bear,28,NYI,D,"$775,000",,,,30,27,14.73,0.41,0.43,15.56,2,5,7,0,1,1,0,0,0,14,31,8,0,0,29,-1,-1048,699,-948,63,8478451,,56,26.7
Jacob MacDonald,32,COL,D,"$775,000",,,,74,27,10.75,1.29,0.03,12.07,3,4,7,1,2,3,0,0,0,24,18,7,0,0,33,-3,-1037,697,-936,66,8479439,,27,64.1
Louis Crevier,24,CHI,D,"$900,000",,,,45,40,13.81,0.08,1.44,15.33,2,5,7,0,0,0,0,0,0,64,55,15,0,0,34,-3,-821,652,-720,90,8481806,,39.5,39.5
Nikolas Matinpalo,27,OTT,D,"$875,000",,,,54,47,12.82,0,0.1,12.92,2,5,7,0,0,0,0,0,0,32,38,18,0,0,46,-1,-889,674,-788,89,8484321,,46.8,46.8
Noah Juulsen,28,PHI,D,"$900,000",,,,67,60,12.74,0.04,2.19,14.97,1,6,7,0,0,0,0,0,0,136,80,20,0,0,37,-5,-556,515,-455,122,8478454,,59.6,59.6
Ryan Reaves,39,SJS,RW,"$1,350,000",,,,50,44,7.49,0.09,0,7.58,3,4,7,0,0,0,0,0,0,134,12,17,0,1,22,-3,-1030,695,-718,82,8471817,,43.9,43.9
Matthew Kessel,25,STL,D,"$800,000",,,,45,40,12.56,0.04,0.42,13.02,1,5,6,0,0,0,0,0,0,27,38,10,0,0,26,0,-1023,694,-923,63,8482516,,39.5,39.5
Kurtis MacDermid,31,OTT,LW,"$1,150,000",,,,42,36,5.47,0.12,0.23,5.82,2,3,5,0,0,0,0,0,0,63,13,19,1,0,15,-1,-1213,711,-893,56,8477073,,36.4,36.4
Kyle Burroughs,30,LAK,D,"$1,100,000",,,,50,43,8.83,0.11,0.57,9.51,1,4,5,0,0,0,0,0,0,56,31,26,0,0,18,0,-895,675,-794,66,8477335,,69,43.3
Samuel Blais,29,TOR,LW,"$775,000",,,,25,22,9.92,0.26,0,10.18,2,3,5,0,0,0,0,0,0,80,9,6,1,3,15,-2,-1292,716,-971,51,8478104,,21.6,21.6
Dmitry Kulikov,35,FLA,D,"$1,150,000",,,,79,15,15.99,0.1,2.03,18.12,1,3,4,0,0,0,0,0,0,21,16,7,0,0,13,1,-1185,708,-1085,36,8475179,,15,68.4
Aleksander Barkov,30,FLA,C,"$10,000,000",,,,20,0,15.18,3.14,1.62,19.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1704,720,-1323,0,8477493,,0,17.3
Pierre Engvall,29,NYI,LW,"$3,000,000",,,,68,0,11.88,0.34,0,12.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1644,719,-1323,0,8478115,,0,60.5
